,word,Corr,Err,Acc,RT,zRT,Subtlex_raw_C1,Subtlex_raw_C2,Subtlex_CD_C1,Subtlex_CD_C2,Google_freq_C1,Google_freq_C2,Subtlex_raw_W,Subtlex_CD_W,Google_freq_W,C1_ID,C2_ID,neighborhood_C1,neighborhood_C2,FSC_C1,FSC_C2,homophone_C1,homophone_C2,nomeaning_C1,nomeaning_C2
19315,醜聞,32,1,0.97,588.19,-0.36,2948,7786,1595,3254,707000,3240000,287,215,512000,1524,2158,12,17,0.423422459,0.324236683,7,35,2,5
19316,醜陋,33,0,1,601.61,-0.28,2948,470,1595,381,707000,31600,384,310,190000,1524,2898,12,5,0.423422459,0.361541487,7,16,2,4
19317,壞事,32,1,0.97,584.22,-0.41,15105,179716,5019,6237,1290000,7200000,875,715,380000,1525,1091,25,112,0.334492994,0.315488986,4,24,4,4
19318,壞人,30,2,0.94,550.37,-0.72,15105,373292,5019,6240,1290000,27700000,925,651,392000,1525,23,25,193,0.334492994,0.241512476,4,8,4,8
19319,壞處,31,1,0.97,622.9,-0.23,15105,28742,5019,5835,1290000,13200000,155,136,175000,1525,98,25,52,0.334492994,0.271901579,4,0,4,10
19320,壞賬,24,8,0.76,775.25,0.84,15105,1953,5019,1062,1290000,507000,1,1,75900,1525,624,25,25,0.334492994,0.335778577,4,14,4,2
19321,壞話,31,1,0.97,561.39,-0.48,15105,99879,5019,6226,1290000,3850000,217,197,93600,1525,1911,25,51,0.334492994,0.387422319,4,17,4,2
19322,壞死,31,1,0.97,613.87,-0.18,15105,71256,5019,6029,1290000,4350000,52,36,109000,1525,143,25,85,0.334492994,0.390203658,4,0,4,6
19323,壞透,30,1,0.97,610.63,-0.2,15105,4390,5019,2613,1290000,1670000,,,9860,1525,1076,25,23,0.334492994,0.205242045,4,2,4,5
19324,壞蛋,31,2,0.94,604.58,-0.35,15105,19135,5019,4431,1290000,1720000,638,449,253000,1525,2221,25,24,0.334492994,0.386738095,4,3,4,3
19325,蠢事,29,2,0.94,661.24,0.03,6273,179716,2983,6237,484000,7200000,276,237,118000,1526,1091,6,112,0.388938561,0.315488986,4,24,2,4
19326,蠢人,29,3,0.91,635.76,-0.08,6273,373292,2983,6240,484000,27700000,69,59,113000,1526,23,6,193,0.388938561,0.241512476,4,8,2,8
19327,蠢材,32,1,0.97,615.22,-0.38,6273,2684,2983,1588,484000,521000,55,46,31000,1526,2131,6,16,0.388938561,0.375974572,4,4,2,4
19328,蠢貨,27,6,0.82,644.93,0.04,6273,5929,2983,2493,484000,8720000,871,568,10700,1526,1730,6,58,0.388938561,0.349163017,4,10,2,4
19329,蠢話,30,2,0.94,659.53,0.11,6273,99879,2983,6226,484000,3850000,,,4040,1526,1911,6,51,0.388938561,0.387422319,4,17,2,2
19330,艷事,24,8,0.76,823.21,1.14,663,179716,453,6237,666000,7200000,,,7040,1527,1091,17,112,0.353627328,0.315488986,10,24,3,4
19331,艷情,21,12,0.64,741.57,0.52,663,69279,453,6178,666000,2590000,1,1,10600,1527,96,17,104,0.353627328,0.305524986,10,18,3,5
19332,艷舞,28,3,0.91,652.5,-0.02,663,22832,453,2865,666000,1460000,,,84400,1527,767,17,28,0.353627328,0.533169635,10,25,3,3
19333,艷史,21,10,0.67,682,0.16,663,8002,453,2553,666000,1890000,3,2,23900,1527,1620,17,21,0.353627328,0.345952645,10,10,3,3
19334,艷陽,22,9,0.7,742.23,0.36,663,4200,453,2035,666000,924000,8,7,103000,1527,2110,17,15,0.353627328,0.274210854,10,34,3,9
19335,艷福,26,7,0.79,702.42,0.18,663,8073,453,2784,666000,2790000,14,13,78500,1527,107,17,23,0.353627328,0.300070822,10,19,3,4
19336,艷麗,32,1,0.97,665.06,0.02,663,11004,453,2460,666000,982000,10,7,145000,1527,3567,17,11,0.353627328,0.36823787,10,31,3,3
19337,艷妝,28,4,0.88,633.18,-0.12,663,1424,453,775,666000,789000,1,1,6200,1527,3057,17,10,0.353627328,0.518505175,10,13,3,2
19338,忘情,31,2,0.94,673.52,0.09,12906,69279,4727,6178,898000,2590000,8,6,130000,1528,96,14,104,0.429185915,0.305524986,26,18,1,5
19339,忘掉,31,2,0.94,602.55,-0.35,12906,23820,4727,5478,898000,2190000,635,500,266000,1528,1045,14,55,0.429185915,0.378431469,26,4,1,8
19340,忘懷,31,1,0.97,627.42,-0.14,12906,8726,4727,3636,898000,622000,48,46,108000,1528,2676,14,22,0.429185915,0.357839594,26,9,1,6
19341,忘記,33,0,1,562,-0.66,12906,39008,4727,5971,898000,2630000,3632,2202,1530000,1528,92,14,48,0.429185915,0.211037851,26,15,1,7
19342,忘本,28,4,0.88,784.79,0.57,12906,41063,4727,6000,898000,33000000,,,30900,1528,77,14,69,0.429185915,0.210464267,26,3,1,12
19343,忘卻,29,3,0.91,672.83,0.16,12906,13707,4727,4636,898000,1350000,122,107,122000,1528,2619,14,11,0.429185915,0.270987457,26,0,1,4
19344,忘憂,29,3,0.91,714.79,0.48,12906,1048,4727,779,898000,622000,,,73400,1528,2336,14,11,0.429185915,0.380950028,26,30,1,2
19345,忘我,29,4,0.88,704.31,0.22,12906,2058980,4727,6242,898000,15300000,22,19,183000,1528,1561,14,7,0.429185915,0.329133209,26,1,1,1
19346,冤情,33,0,1,615.27,-0.2,322,69279,215,6178,365000,2590000,5,5,14800,1529,96,15,104,0.487126041,0.305524986,23,18,3,5
19347,冤家,32,0,1,633.88,-0.32,322,112387,215,6236,365000,12600000,40,37,144000,1529,1505,15,97,0.487126041,0.222681376,23,30,3,9
19348,冤獄,32,1,0.97,709.84,0.28,322,8440,215,2651,365000,383000,5,5,67800,1529,2976,15,13,0.487126041,0.570955084,23,34,3,2
19349,冤魂,32,1,0.97,633.75,-0.19,322,4389,215,1569,365000,947000,18,16,44300,1529,3133,15,12,0.487126041,0.386908084,23,33,3,3
19350,冤案,30,3,0.91,643,0.02,322,23014,215,3954,365000,10400000,20,9,63700,1529,1031,15,50,0.487126041,0.366285013,23,6,3,6
19351,冤孽,31,2,0.94,672.32,0.16,322,278,215,191,365000,225000,2,1,13400,1529,1546,15,6,0.487126041,0.424248844,23,20,3,2
19352,冤屈,23,4,0.85,788.35,0.73,322,765,215,548,365000,1360000,15,9,29700,1529,1117,15,9,0.487126041,0.302136971,23,17,3,6
19353,冤枉,32,1,0.97,591.38,-0.45,322,160,215,127,365000,385000,110,84,219000,1529,1646,15,5,0.487126041,0.505606174,23,3,3,5
19354,友情,33,0,1,538.67,-0.69,40149,69279,5845,6178,3080000,2590000,219,173,1930000,1530,96,32,104,0.364563629,0.305524986,21,18,3,5
19355,友人,32,0,1,593.53,-0.35,40149,373292,5845,6240,3080000,27700000,23,22,943000,1530,23,32,193,0.364563629,0.241512476,21,8,3,8
19356,友軍,16,10,0.61,741.13,0.52,40149,15516,5845,2873,3080000,1110000,36,17,15400,1530,9,32,83,0.364563629,0.380985789,21,24,3,3
19357,友善,26,3,0.91,560.73,-0.59,40149,5091,5845,2459,3080000,1180000,449,340,558000,1530,179,32,26,0.364563629,0.334661964,21,22,3,8
19358,友愛,29,3,0.91,635.34,-0.22,40149,65256,5845,5978,3080000,11600000,46,28,205000,1530,194,32,56,0.364563629,0.430511687,21,12,3,5
19359,友好,30,1,0.97,602.4,-0.38,40149,412760,5845,6242,3080000,14200000,667,557,670000,1530,141,32,83,0.364563629,0.32742986,21,1,3,17
19360,友誼,32,0,1,533.78,-0.68,40149,944,5845,596,3080000,237000,651,474,514000,1530,3441,32,4,0.364563629,0.490746247,21,91,3,4
19361,友鄰,23,6,0.79,794,0.85,40149,2127,5845,1267,3080000,644000,3,3,4370,1530,1573,32,18,0.364563629,0.44787208,21,38,3,2
19362,抒情,33,0,1,602.52,-0.4,87,69279,68,6178,130000,2590000,57,42,164000,1531,96,3,104,0.373139477,0.305524986,18,18,1,5
19363,抒發,33,0,1,604.64,-0.26,87,87630,68,6226,130000,10400000,14,13,161000,1531,330,3,103,0.373139477,0.233698606,18,5,1,12
19364,抒懷,30,2,0.94,719.07,0.37,87,8726,68,3636,130000,622000,,,14800,1531,2676,3,22,0.373139477,0.357839594,18,9,1,6
19365,疫情,28,4,0.88,696.07,0.26,883,69279,387,6178,411000,2590000,36,17,593000,1532,96,9,104,0.671905541,0.305524986,52,18,1,5
19366,疫病,27,5,0.85,673.3,0.06,883,18032,387,3998,411000,2450000,6,3,20100,1532,1151,9,64,0.671905541,0.468875664,52,0,1,3
19367,疫症,31,1,0.97,671.74,0.05,883,4689,387,1895,411000,1730000,,,122000,1532,3157,9,6,0.671905541,0.621475552,52,8,1,1
19368,疫苗,33,0,1,628.61,-0.15,883,511,387,266,411000,569000,223,87,443000,1532,1991,9,15,0.671905541,0.329262518,52,4,1,7
19369,恩情,30,1,0.97,617.7,-0.31,13365,69279,2549,6178,1590000,2590000,13,12,63900,1533,96,13,104,0.315119468,0.305524986,32,18,2,5
19370,恩人,30,1,0.97,598.43,-0.34,13365,373292,2549,6240,1590000,27700000,67,61,145000,1533,23,13,193,0.315119468,0.241512476,32,8,2,8
19371,恩師,32,1,0.97,622.44,-0.13,13365,21326,2549,4431,1590000,9100000,11,9,165000,1533,318,13,46,0.315119468,0.295672514,32,59,2,6
19372,恩愛,33,0,1,649.7,-0.18,13365,65256,2549,5978,1590000,11600000,41,34,507000,1533,194,13,56,0.315119468,0.430511687,32,12,2,5
19373,恩仇,31,1,0.97,634.61,-0.15,13365,2085,2549,1149,1590000,492000,5,3,104000,1533,1133,13,17,0.315119468,0.44698171,32,4,2,3
19374,恩怨,31,1,0.97,580.03,-0.47,13365,2077,2549,1478,1590000,525000,240,189,344000,1533,1011,13,17,0.315119468,0.417463741,32,2,2,2
19375,恩典,31,2,0.94,668.52,0.05,13365,3276,2549,1798,1590000,495000,40,33,401000,1533,2245,13,22,0.315119468,0.316194126,32,7,2,7
19376,恩賜,31,2,0.94,608.35,-0.28,13365,977,2549,647,1590000,546000,96,80,215000,1533,2651,13,11,0.315119468,0.308278525,32,27,2,3
19377,恩澤,30,3,0.91,720.4,0.38,13365,1733,2549,698,1590000,605000,12,12,25500,1533,3591,13,5,0.315119468,0.175434241,32,26,2,4
19378,恩惠,30,2,0.94,650.4,-0.01,13365,1040,2549,504,1590000,1450000,101,80,110000,1533,2543,13,8,0.315119468,0.321913699,32,36,2,3
19379,殉情,31,1,0.97,665.52,0.03,134,69279,104,6178,53000,2590000,10,7,44000,1534,96,5,104,0.432764813,0.305524986,17,18,2,5
19380,殉職,30,2,0.94,610.23,-0.28,134,8028,104,3292,53000,805000,59,48,358000,1534,1481,5,51,0.432764813,0.423551803,17,36,2,3
19381,殉國,31,2,0.94,694.65,0.23,134,40712,104,5187,53000,11000000,1,1,16700,1534,259,5,76,0.432764813,0.30300297,17,27,2,7
19382,殉葬,28,3,0.91,715.89,0.27,134,1988,104,1028,53000,407000,1,1,9820,1534,2453,5,16,0.432764813,0.585080124,17,6,2,1
19383,殉難,25,4,0.85,770.08,0.53,134,31433,104,5936,53000,1390000,14,11,13400,1534,557,5,59,0.432764813,0.284535317,17,0,2,7
19384,酌情,33,0,1,737.58,0.54,58,69279,49,6178,176000,2590000,5,4,371000,1535,96,5,104,0.528915375,0.305524986,32,18,3,5
19385,酌量,25,4,0.85,730.52,0.35,58,12973,49,4411,176000,10700000,,,33800,1535,546,5,57,0.528915375,0.296964285,32,12,3,6
19386,酌減,13,12,0.52,867.08,1.03,58,2748,49,1651,176000,1220000,,,5070,1535,100,5,36,0.528915375,0.366451865,32,1,3,2
19387,酌酒,25,7,0.79,763.48,0.68,58,21171,49,4457,176000,2660000,,,11000,1535,758,5,61,0.528915375,0.491051702,32,5,3,2
19388,煽情,28,4,0.88,672.64,0.02,190,69279,164,6178,73200,2590000,,,76500,1536,96,2,104,0.477972065,0.305524986,18,18,2,5
19389,煽動,32,0,1,590.47,-0.38,190,49274,164,6044,73200,1130000,81,68,381000,1536,171,2,116,0.477972065,0.26827941,18,21,2,6
19390,矯情,28,4,0.88,753.75,0.52,154,69279,126,6178,387000,2590000,,,50500,1537,96,6,104,0.364142503,0.305524986,15,18,5,5
19391,矯正,31,2,0.94,585.77,-0.38,154,57215,126,6186,387000,12600000,81,65,337000,1537,506,6,64,0.364142503,0.191050459,15,8,5,17
19392,矯形,30,3,0.91,664.4,0.09,154,6994,126,3268,387000,1790000,13,10,88000,1537,867,6,41,0.364142503,0.303028389,15,44,5,3
19393,矯捷,24,8,0.76,792.21,0.99,154,800,126,487,387000,925000,1,1,8490,1537,2512,6,8,0.364142503,0.226492206,15,14,5,2
19394,矯飾,21,9,0.7,696.67,0.33,154,1873,126,1226,387000,1110000,,,15300,1537,2023,6,15,0.364142503,0.451239364,15,57,5,4
19395,矯健,24,9,0.73,766.54,0.78,154,4146,126,2092,387000,6460000,12,12,22200,1537,1226,6,18,0.364142503,0.321710828,15,7,5,3
19396,鍾情,33,0,1,631.39,-0.1,14858,69279,4607,6178,647000,2590000,45,37,433000,1538,96,2,104,0.210267685,0.305524986,49,18,3,5
19397,鍾愛,31,2,0.94,632.48,-0.17,14858,65256,4607,5978,647000,11600000,96,85,333000,1538,194,2,56,0.210267685,0.430511687,49,12,3,5
19398,戀情,32,1,0.97,598,-0.36,6628,69279,2308,6178,883000,2590000,195,152,536000,1539,96,14,104,0.502335686,0.305524986,2,18,2,5
19399,戀人,30,3,0.91,567.87,-0.54,6628,373292,2308,6240,883000,27700000,222,174,772000,1539,23,14,193,0.502335686,0.241512476,2,8,2,8
19400,戀愛,33,0,1,544.15,-0.68,6628,65256,2308,5978,883000,11600000,1081,705,778000,1539,194,14,56,0.502335686,0.430511687,2,12,2,5
19401,戀歌,16,15,0.52,680.13,0.32,6628,13868,2308,2608,883000,7500000,3,3,57400,1539,278,14,30,0.502335686,0.509777824,2,9,2,3
19402,劣種,26,6,0.82,706.77,0.39,646,42396,540,6034,569000,3210000,1,1,4400,1540,2055,15,39,0.352892059,0.261189937,5,16,2,9
19403,劣質,29,2,0.94,704.45,0.18,646,5831,540,2698,569000,1250000,65,57,201000,1540,2130,15,42,0.352892059,0.259757919,5,17,2,6
19404,劣貨,29,2,0.94,689.76,0.1,646,5929,540,2493,569000,8720000,2,2,30500,1540,1730,15,58,0.352892059,0.349163017,5,10,2,4
19405,劣勢,30,1,0.97,673.77,0.01,646,4547,540,2247,569000,1150000,69,62,219000,1540,1024,15,40,0.352892059,0.342360941,5,8,2,4
19406,劣等,31,2,0.94,653.81,0.02,646,71184,540,6178,569000,15000000,25,19,44000,1540,101,15,39,0.352892059,0.260060087,5,1,2,5
19407,劣績,28,5,0.85,704.82,0.3,646,1128,540,716,569000,1040000,,,17100,1540,115,15,10,0.352892059,0.368570817,5,36,2,2
19408,各種,27,2,0.94,585.41,-0.42,9490,42396,3359,6034,13300000,3210000,897,740,1120000,1541,2055,9,39,0.34782786,0.261189937,23,16,2,9
19409,各人,31,2,0.94,617.16,-0.07,9490,373292,3359,6240,13300000,27700000,26,21,453000,1541,23,9,193,0.34782786,0.241512476,23,8,2,8
19410,各處,31,2,0.94,640.84,0.01,9490,28742,3359,5835,13300000,13200000,28,25,297000,1541,98,9,52,0.34782786,0.271901579,23,0,2,10
19411,各類,30,2,0.94,640.43,-0.1,9490,11326,3359,3929,13300000,2170000,33,32,949000,1541,363,9,30,0.34782786,0.310418588,23,24,2,2
19412,各界,24,8,0.76,685.38,0.26,9490,15995,3359,4667,13300000,1710000,16,15,594000,1541,470,9,23,0.34782786,0.284660784,23,24,2,4
19413,各自,28,4,0.88,624.93,-0.13,9490,98698,3359,6233,13300000,13200000,484,407,667000,1541,558,9,74,0.34782786,0.279480363,23,51,2,3
19414,各項,29,4,0.88,741.03,0.52,9490,5537,3359,2441,13300000,9420000,30,29,847000,1541,2121,9,13,0.34782786,0.275140166,23,8,2,5
19415,各位,30,0,1,548.6,-0.68,9490,31427,3359,5606,13300000,11300000,3982,1753,1930000,1541,2160,9,57,0.34782786,0.200785964,23,29,2,6
19416,各個,28,1,0.97,652.79,0,9490,452923,3359,6242,13300000,23900000,295,274,574000,1541,875,9,12,0.34782786,0.243640265,23,2,2,8
19417,栽種,31,2,0.94,653.9,-0.01,325,42396,256,6034,261000,3210000,10,9,152000,1542,2055,5,39,0.404919795,0.261189937,11,14,4,9
19418,栽贓,20,5,0.79,810.3,0.78,325,296,256,206,261000,88400,98,78,21400,1542,2174,5,7,0.404919795,0.431121874,11,13,4,1
19419,栽植,30,0,1,729.33,0.46,325,1827,256,823,261000,540000,,,19700,1542,2169,5,9,0.404919795,0.375833317,11,32,4,2
19420,栽培,33,0,1,612.76,-0.35,325,1218,256,757,261000,712000,27,23,303000,1542,1706,5,6,0.404919795,0.305763426,11,8,4,2
19421,耕種,32,0,1,595.5,-0.27,115,42396,75,6034,354000,3210000,28,15,121000,1543,2055,8,39,0.45332616,0.261189937,2,14,2,9
19422,耕作,31,2,0.94,698.39,0.26,115,68168,75,6143,354000,11800000,13,9,103000,1543,1175,8,66,0.45332616,0.224886167,2,5,2,8
19423,耕具,26,4,0.88,683.54,0.14,115,8138,75,3540,354000,1890000,,,863,1543,869,8,33,0.45332616,0.23883554,2,29,2,3
19424,耕地,33,0,1,612.21,-0.18,115,78129,75,6211,354000,15600000,13,13,76900,1543,598,8,117,0.45332616,0.274839788,2,1,2,8
19425,耕牛,21,10,0.67,748.86,0.54,115,7043,75,2611,354000,10400000,,,4710,1543,1978,8,32,0.45332616,0.422879434,2,0,2,4
19426,耕田,32,1,0.97,633.31,-0.25,115,1819,75,625,354000,1400000,4,4,81700,1543,857,8,27,0.45332616,0.275329891,2,15,2,4
19427,耕耘,32,0,1,638.34,-0.09,115,20,75,18,354000,34700,20,18,236000,1543,3783,8,1,0.45332616,0.714122713,2,33,2,1
19428,配種,29,3,0.91,619.66,-0.19,5475,42396,2836,6034,2080000,3210000,14,11,349000,1544,2055,35,39,0.263408231,0.261189937,13,16,8,9
19429,配方,32,1,0.97,594.06,-0.31,5475,52743,2836,6142,2080000,4260000,248,116,569000,1544,364,35,60,0.263408231,0.265617012,13,15,8,10
19430,配樂,31,2,0.94,717.19,0.3,5475,26456,2836,5115,2080000,8850000,145,56,258000,1544,1517,35,38,0.263408231,0.383549833,13,22,8,6
19431,配備,30,2,0.94,621.4,-0.29,5475,27669,2836,5661,2080000,1290000,84,77,740000,1544,1374,35,34,0.263408231,0.318438282,13,21,8,5
19432,配製,28,4,0.88,688.39,0.07,5475,16519,2836,4821,2080000,1660000,9,9,56400,1544,1003,35,40,0.263408231,0.339792481,13,18,8,1
19433,配料,30,1,0.97,624.5,-0.24,5475,8527,2836,3653,2080000,4030000,61,51,404000,1544,475,35,36,0.263408231,0.291246241,13,2,8,5
19434,配合,32,1,0.97,564.59,-0.55,5475,27378,2836,5632,2080000,2150000,706,519,1620000,1544,350,35,74,0.263408231,0.257744892,13,27,8,7
19435,配色,17,11,0.61,731.29,0.33,5475,21624,2836,5086,2080000,3280000,5,5,386000,1544,1303,35,74,0.263408231,0.323117759,13,57,8,6
19436,配售,23,5,0.82,826.61,1.04,5475,1984,2836,1204,2080000,9600000,,,384000,1544,1336,35,17,0.263408231,0.428584058,13,4,8,2
19437,配音,33,0,1,586.79,-0.37,5475,18229,2836,4546,2080000,948000,71,48,464000,1544,560,35,53,0.263408231,0.38782048,13,16,8,3
19438,配件,32,1,0.97,598.91,-0.44,5475,31611,2836,5746,2080000,1470000,58,46,1310000,1544,2206,35,26,0.263408231,0.278350225,13,11,8,4
19439,配套,29,2,0.94,579.31,-0.43,5475,7409,2836,3376,2080000,2240000,44,40,536000,1544,1113,35,25,0.263408231,0.256484174,13,6,8,11
19440,配上,32,0,1,622,-0.21,5475,236451,2836,6240,2080000,30500000,,,565000,1544,130,35,159,0.263408231,0.25385945,13,1,8,10
19441,配角,31,1,0.97,560.1,-0.52,5475,8735,2836,3624,2080000,3140000,63,40,440000,1544,529,35,40,0.263408231,0.229767918,13,23,8,12
19442,配給,30,2,0.94,692.33,0.26,5475,123887,2836,6235,2080000,12400000,65,43,50200,1544,925,35,39,0.263408231,0.332525533,13,13,8,6
19443,配額,31,0,1,676.03,0.04,5475,2059,2836,1306,2080000,1060000,25,19,214000,1544,1070,35,23,0.263408231,0.363913669,13,0,8,3
19444,配置,32,0,1,688.06,0.2,5475,9009,2836,3777,2080000,1390000,43,39,580000,1544,1229,35,17,0.263408231,0.349207724,13,39,8,3
19445,配藥,30,3,0.91,614.63,-0.24,5475,11037,2836,3189,2080000,1510000,9,8,71900,1544,455,35,59,0.263408231,0.449656781,13,31,8,4
19446,配偶,33,0,1,596.58,-0.27,5475,4495,2836,1647,2080000,493000,116,89,374000,1544,1918,35,15,0.263408231,0.364447613,13,7,8,3
19447,配對,31,1,0.97,592.71,-0.39,5475,191793,2836,6236,2080000,17900000,151,95,488000,1544,105,35,60,0.263408231,0.320643541,13,6,8,16
19448,配戴,31,2,0.94,696.55,0.24,5475,7245,2836,2517,2080000,1560000,6,6,208000,1544,1714,35,6,0.263408231,0.425869241,13,9,8,4
19449,配搭,31,1,0.97,641.87,-0.11,5475,4736,2836,2269,2080000,2110000,3,3,726000,1544,1732,35,14,0.263408231,0.382820728,13,12,8,6
19450,稻種,22,11,0.67,843.64,1.21,208,42396,134,6034,409000,3210000,,,2460,1545,2055,6,39,0.550375808,0.261189937,19,16,1,9
19451,稻草,32,1,0.97,587.16,-0.34,208,3811,134,1987,409000,1380000,100,80,88900,1545,1488,6,44,0.550375808,0.30479171,19,4,1,7
19452,稻田,33,0,1,621.7,-0.2,208,1819,134,625,409000,1400000,22,11,142000,1545,857,6,27,0.550375808,0.275329891,19,15,1,4
19453,稻米,30,3,0.91,599.87,-0.28,208,13160,134,2521,409000,4850000,8,4,70100,1545,1719,6,24,0.550375808,0.32787187,19,11,1,4
19454,稻穀,21,8,0.73,790.29,0.68,208,1867,134,893,409000,400000,5,2,13800,1545,2170,6,6,0.550375808,0.520044267,19,36,1,4
19455,孽種,31,1,0.97,666.68,0.07,278,42396,191,6034,225000,3210000,11,7,7300,1546,2055,6,39,0.267227143,0.261189937,27,16,2,9
19456,越權,28,4,0.88,730.07,0.48,12031,10283,3648,3515,2480000,9310000,40,35,25300,1547,1459,25,52,0.244272294,0.330465369,39,14,8,6
19457,越區,13,18,0.42,910.46,1.22,12031,11770,3648,3924,2480000,23700000,,,10700,1547,94,25,24,0.244272294,0.352690108,39,24,8,4
19458,越過,29,2,0.94,604.41,-0.31,12031,198278,3648,6240,2480000,12200000,235,198,313000,1547,103,25,95,0.244272294,0.306182426,39,1,8,7
19459,越發,8,19,0.3,915.75,1.27,12031,87630,3648,6226,2480000,10400000,53,49,103000,1547,330,25,103,0.244272294,0.233698606,39,5,8,12
19460,越線,24,8,0.76,751.83,0.48,12031,15170,3648,4282,2480000,9300000,,,40900,1547,800,25,51,0.244272294,0.29182498,39,18,8,7
19461,越戰,28,4,0.88,675.71,0.22,12031,18511,3648,3826,2480000,1300000,99,70,138000,1547,657,25,85,0.244272294,0.402382257,39,15,8,4
19462,越軌,29,2,0.94,630.21,-0.09,12031,1191,3648,708,2480000,716000,24,21,35300,1547,815,25,12,0.244272294,0.391436019,39,21,8,2
19463,越境,24,6,0.79,735.5,0.57,12031,4514,3648,2534,2480000,6180000,21,19,40600,1547,2377,25,29,0.244272294,0.279701313,39,14,8,3
19464,越獄,28,4,0.88,645.5,-0.02,12031,8440,3648,2651,2480000,383000,302,129,225000,1547,2976,25,13,0.244272294,0.570955084,39,34,8,2
19465,越界,31,1,0.97,675.74,0.01,12031,15995,3648,4667,2480000,1710000,103,91,165000,1547,470,25,23,0.244272294,0.284660784,39,24,8,4
19466,越級,29,4,0.88,838.24,1.03,12031,9893,3648,3733,2480000,6180000,6,6,80800,1547,1910,25,29,0.244272294,0.304852861,39,13,8,5
19467,越野,30,2,0.94,672.7,0.1,12031,4775,3648,2186,2480000,1270000,49,35,489000,1547,178,25,40,0.244272294,0.286310928,39,7,8,6
19468,越牆,22,6,0.79,766.77,0.82,12031,3300,3648,1743,2480000,1140000,,,7110,1547,1874,25,22,0.244272294,0.40782072,39,18,8,1
19469,越洋,17,14,0.55,736.82,0.41,12031,2225,3648,1145,2480000,955000,10,9,136000,1547,1109,25,22,0.244272294,0.277573973,39,34,8,4
19470,夫權,15,12,0.55,733.4,0.61,23767,10283,4537,3515,3780000,9310000,,,5040,1548,1459,28,52,0.378637799,0.330465369,57,14,8,6
19471,夫人,33,0,1,570.39,-0.51,23767,373292,4537,6240,3780000,27700000,5082,1691,583000,1548,23,28,193,0.378637799,0.241512476,57,8,8,8
19472,夫家,16,15,0.52,799.63,0.89,23767,112387,4537,6236,3780000,12600000,,,80000,1548,1505,28,97,0.378637799,0.222681376,57,30,8,9
19473,夫婦,31,2,0.94,548.81,-0.61,23767,3850,4537,1922,3780000,1070000,889,529,1090000,1548,1587,28,22,0.378637799,0.335155838,57,1,8,5
19474,夫妻,33,0,1,564.18,-0.55,23767,8809,4537,2994,3780000,2500000,632,447,878000,1548,2258,28,10,0.378637799,0.495868301,57,13,8,1
19475,夫君,29,3,0.91,662.14,-0.06,23767,1901,4537,780,3780000,2010000,23,13,29600,1548,1552,28,11,0.378637799,0.268384771,57,24,8,2
19476,夫婿,30,2,0.94,649.6,-0.13,23767,125,4537,91,3780000,140000,3,3,53600,1548,3546,28,3,0.378637799,0.516240112,57,8,8,2
19477,皇權,29,2,0.94,697.34,0.24,2676,10283,1057,3515,999000,9310000,2,2,24800,1549,1459,16,52,0.392710291,0.330465369,34,14,4,6
19478,皇家,31,2,0.94,623.16,-0.17,2676,112387,1057,6236,999000,12600000,426,224,635000,1549,1505,16,97,0.392710291,0.222681376,34,30,4,9
19479,皇上,33,0,1,568.03,-0.59,2676,236451,1057,6240,999000,30500000,65,14,209000,1549,130,16,159,0.392710291,0.25385945,34,1,4,10
19480,皇族,28,2,0.94,643.11,-0.05,2676,4959,1057,1791,999000,859000,37,19,92900,1549,1574,16,19,0.392710291,0.377521403,34,23,4,5
19481,皇曆,15,12,0.55,744.33,0.87,2676,8856,1057,3580,999000,705000,,,6620,1549,1617,16,13,0.392710291,0.42214668,34,32,4,2
19482,皇宮,33,0,1,590.33,-0.42,2676,2421,1057,892,999000,723000,114,71,381000,1549,2865,16,12,0.392710291,0.372788123,34,22,4,5
19483,皇位,33,0,1,669.61,-0.04,2676,31427,1057,5606,999000,11300000,9,8,28400,1549,2160,16,57,0.392710291,0.200785964,34,36,4,6
19484,皇帝,31,2,0.94,575.42,-0.44,2676,15988,1057,3864,999000,857000,245,82,571000,1549,2404,16,8,0.392710291,0.377274469,34,18,4,2
19485,皇朝,31,1,0.97,618.16,-0.25,2676,3629,1057,1990,999000,1810000,3,1,379000,1549,381,16,18,0.392710291,0.252487546,34,16,4,8
19486,皇冠,29,2,0.94,607.34,-0.24,2676,2997,1057,1068,999000,1190000,202,96,443000,1549,1924,16,6,0.392710291,0.306283058,34,6,4,6
19487,皇后,29,3,0.91,578.86,-0.57,2676,109915,1057,6218,999000,1020000,631,379,733000,1549,3204,16,5,0.392710291,0.225752814,34,11,4,2
19488,皇室,31,1,0.97,577.32,-0.4,2676,19103,1057,4814,999000,11100000,216,113,564000,1549,2378,16,15,0.392710291,0.289527115,34,9,4,4
19489,皇儲,11,17,0.39,840.82,0.93,2676,1147,1057,726,999000,900000,1,1,160000,1549,911,16,9,0.392710291,0.355220705,34,19,4,2
19490,皇陵,26,6,0.82,723.88,0.46,2676,128,1057,71,999000,385000,,,16800,1549,2739,16,2,0.392710291,0.369261526,34,68,4,4
19491,父權,32,1,0.97,617.28,-0.17,22065,10283,4318,3515,2290000,9310000,3,3,19100,1550,1459,27,52,0.441098879,0.330465369,20,14,3,6
